date,segment_index,start_period,end_period,interval,energy_kwh
2025-09-29,2,43,47,7:00-7:50,769.9158833333335
2025-09-29,3,49,53,8:00-8:50,660.4118166666667
2025-09-29,4,55,59,9:00-9:50,682.0384666666664
2025-09-29,5,61,71,10:00-11:50,891.8393500000006
2025-09-30,1,37,41,6:00-6:50,671.6784833333332
2025-09-30,2,43,72,7:00-12:00,7766.565283333333
2025-10-01,1,37,41,6:00-6:50,829.5271333333332
2025-10-01,2,43,53,7:00-8:50,2105.8952333333336
2025-10-01,3,55,57,9:00-9:30,254.1301666666665
2025-10-01,4,102,102,16:50-17:00,11.141866666666639
2025-10-02,1,37,41,6:00-6:50,810.0039499999999
2025-10-02,2,43,47,7:00-7:50,631.5518500000001
2025-10-02,3,49,52,8:00-8:40,384.6401500000001
2025-10-03,1,37,46,6:00-7:40,1227.6047833333334
2025-10-03,2,90,90,14:50-15:00,27.332233333333228
2025-10-03,3,96,96,15:50-16:00,22.14375000000003
2025-10-03,4,102,102,16:50-17:00,17.615099999999984
2025-10-04,1,37,41,6:00-6:50,733.7667333333334
2025-10-04,2,43,46,7:00-7:40,513.6742999999999
2025-10-05,1,37,41,6:00-6:50,685.7203166666666
2025-10-05,2,43,46,7:00-7:40,372.80433333333326
2025-10-05,3,49,51,8:00-8:30,392.65413333333316
2025-10-05,4,90,90,14:50-15:00,0.047600000000026434
2025-10-06,1,37,57,6:00-9:30,3368.3813999999998
2025-10-06,2,62,84,10:10-14:00,3612.0704499999993
2025-10-06,3,90,90,14:50-15:00,9.452849999999973
2025-10-06,4,102,102,16:50-17:00,30.742933333333326
2025-10-07,1,37,59,6:00-9:50,3600.591116666665
2025-10-07,2,61,71,10:00-11:50,397.08176666666577
2025-10-07,3,78,78,12:50-13:00,7.193449999999757
2025-10-07,4,84,84,13:50-14:00,42.67108333333332
2025-10-07,5,89,90,14:40-15:00,147.36303333333322
2025-10-07,6,95,96,15:40-16:00,143.3556000000001
2025-10-07,7,102,102,16:50-17:00,33.26893333333335
2025-10-08,1,37,66,6:00-11:00,5361.4125
2025-10-08,2,71,78,11:40-13:00,210.1646499999997
2025-10-08,3,81,84,13:20-14:00,98.18583333333328
2025-10-08,4,96,96,15:50-16:00,8.018683333333303
2025-10-08,5,102,102,16:50-17:00,4.539899999999989
2025-10-09,1,37,41,6:00-6:50,655.2938666666668
2025-10-09,2,43,47,7:00-7:50,589.1011833333332
2025-10-09,3,49,52,8:00-8:40,555.0241833333336
2025-10-09,4,55,58,9:00-9:40,303.8287833333335
2025-10-10,1,37,41,6:00-6:50,614.1534833333333
2025-10-10,2,43,46,7:00-7:40,746.3207166666668
2025-10-11,1,37,41,6:00-6:50,606.6897999999999
2025-10-11,2,43,47,7:00-7:50,765.23495
2025-10-11,3,82,84,13:30-14:00,121.40886666666694
2025-10-12,1,37,41,6:00-6:50,603.2919499999999
2025-10-12,2,43,47,7:00-7:50,632.1898500000001
2025-10-12,3,49,53,8:00-8:50,721.7182833333333
2025-10-12,4,55,61,9:00-10:10,769.8779666666669
2025-10-12,5,66,68,10:50-11:20,150.4655666666669
2025-10-12,6,84,84,13:50-14:00,61.222099999999955
2025-10-12,7,89,90,14:40-15:00,77.60560000000001
2025-10-12,8,96,96,15:50-16:00,60.36875000000001
2025-10-12,9,102,102,16:50-17:00,47.780733333333345
2025-10-13,1,37,62,6:00-10:20,4289.1676499999985
2025-10-14,1,37,65,6:00-10:50,4566.666083333333
2025-10-14,2,67,68,11:00-11:20,111.10543333333331
2025-10-14,3,72,72,11:50-12:00,10.178049999999832
2025-10-15,1,37,41,6:00-6:50,616.2389833333333
2025-10-15,2,43,47,7:00-7:50,907.7805499999998
2025-10-15,3,49,67,8:00-11:10,2478.4063000000006
2025-10-16,1,37,72,6:00-12:00,5777.288983333331
2025-10-17,1,37,47,6:00-7:50,1525.4140333333335
2025-10-17,2,75,75,12:20-12:30,15.98624999997574
2025-10-17,3,77,90,12:40-15:00,1908.979483333332
2025-10-17,4,94,96,15:30-16:00,261.17551666666674
2025-10-17,5,102,102,16:50-17:00,52.19441666666667
2025-10-18,1,37,48,6:00-8:00,1576.2638499999998
2025-10-18,2,68,70,11:10-11:40,76.6917999999999
2025-10-19,1,37,41,6:00-6:50,639.7977166666667
2025-10-19,2,43,47,7:00-7:50,939.31285
2025-10-19,3,49,53,8:00-8:50,961.3065333333333
2025-10-19,4,55,70,9:00-11:40,1881.3495499999992
2025-10-19,5,72,72,11:50-12:00,4.49478333333324
2025-10-20,1,37,41,6:00-6:50,583.5769666666667
2025-10-20,2,43,46,7:00-7:40,557.1776166666666
2025-10-20,3,49,53,8:00-8:50,579.1542166666663
2025-10-20,4,55,59,9:00-9:50,460.82348333333323
2025-10-20,5,61,64,10:00-10:40,290.7289666666667
2025-10-20,6,67,72,11:00-12:00,509.14961666666653
2025-10-20,7,78,78,12:50-13:00,27.907799999999952
2025-10-21,1,37,72,6:00-12:00,5290.451450000001
2025-10-22,1,37,41,6:00-6:50,509.52736666666664
2025-10-22,2,43,47,7:00-7:50,853.7269666666665
2025-10-22,3,49,52,8:00-8:40,451.01315
2025-10-22,4,55,78,9:00-13:00,3551.823033333333
2025-10-23,1,37,41,6:00-6:50,436.1021666666667
2025-10-23,2,43,46,7:00-7:40,541.0926333333333
2025-10-23,3,49,50,8:00-8:20,85.17548333333335
2025-10-23,4,55,55,9:00-9:10,13.248399999999947
2025-10-23,5,96,96,15:50-16:00,46.46395000000007
2025-10-23,6,102,102,16:50-17:00,14.585816666666648
2025-10-24,1,37,47,6:00-7:50,1460.0559500000002
2025-10-24,2,49,49,8:00-8:10,20.407116666666752
2025-10-24,3,73,73,12:00-12:10,5.1896499999991565
2025-10-24,4,76,78,12:30-13:00,149.7705666666664
2025-10-24,5,80,84,13:10-14:00,480.4524666666672
2025-10-24,6,88,90,14:30-15:00,212.22004999999973
2025-10-24,7,96,96,15:50-16:00,22.152983333333317
2025-10-25,1,37,41,6:00-6:50,533.1466333333333
2025-10-25,2,43,47,7:00-7:50,894.1068833333335
2025-10-25,3,84,84,13:50-14:00,35.82306666666666
2025-10-25,4,90,90,14:50-15:00,11.37608333333325
2025-10-25,5,102,102,16:50-17:00,19.492283333333337
2025-10-26,1,37,41,6:00-6:50,467.91213333333326
2025-10-26,2,43,46,7:00-7:40,520.5927
2025-10-26,3,49,50,8:00-8:20,136.31046666666663
2025-10-26,4,55,56,9:00-9:20,94.86283333333327
2025-10-26,5,75,75,12:20-12:30,11.733550000000074
2025-10-26,6,84,84,13:50-14:00,55.07058333333331
2025-10-26,7,102,102,16:50-17:00,16.738849999999992
2025-10-27,1,37,41,6:00-6:50,475.6241166666667
2025-10-27,2,43,47,7:00-7:50,638.3120999999999
2025-10-27,3,49,58,8:00-9:40,1481.0806499999999
2025-10-27,4,61,67,10:00-11:10,855.9681166666668
2025-10-27,5,78,78,12:50-13:00,67.19375000000005
2025-10-27,6,83,84,13:40-14:00,72.90223333333338
2025-10-27,7,88,90,14:30-15:00,205.2931666666665
2025-10-27,8,96,96,15:50-16:00,26.317566666666682
2025-10-27,9,102,102,16:50-17:00,10.042199999999998
2025-10-28,1,37,41,6:00-6:50,418.2833166666667
2025-10-28,2,43,47,7:00-7:50,574.6789999999999
2025-10-28,3,49,52,8:00-8:40,448.01303333333345
2025-10-28,4,55,59,9:00-9:50,736.9808666666668
2025-10-28,5,61,72,10:00-12:00,1840.7062500000013
2025-10-28,6,75,84,12:20-14:00,1138.6330499999995
2025-10-28,7,88,90,14:30-15:00,270.1537499999998
2025-10-28,8,95,96,15:40-16:00,73.70873333333331
2025-10-28,9,102,102,16:50-17:00,17.358366666666672
2025-10-29,1,37,41,6:00-6:50,406.9746833333333
2025-10-29,2,43,47,7:00-7:50,661.9558333333335
2025-10-29,3,49,53,8:00-8:50,651.6603166666669
2025-10-29,4,55,66,9:00-11:00,1865.982866666667
2025-10-29,5,102,102,16:50-17:00,5.190866666666655
2025-10-30,1,37,41,6:00-6:50,419.21071666666666
2025-10-30,2,43,47,7:00-7:50,669.8286499999999
2025-10-30,3,49,53,8:00-8:50,758.7299666666665
2025-10-30,4,55,75,9:00-12:30,3083.390016666667
2025-10-30,5,83,84,13:40-14:00,52.0960833333332
2025-10-30,6,88,90,14:30-15:00,263.93404999999984
2025-10-30,7,95,96,15:40-16:00,162.33541666666662
2025-10-30,8,102,102,16:50-17:00,3.6660999999999904
2025-10-31,1,37,41,6:00-6:50,393.2537666666666
2025-10-31,2,43,50,7:00-8:20,1010.5195999999997
2025-10-31,3,64,64,10:30-10:40,5.335066666666535
2025-10-31,4,67,72,11:00-12:00,502.99523333333303
2025-11-01,1,37,49,6:00-8:10,1337.369533333333
2025-11-01,2,68,72,11:10-12:00,114.7382666666532
2025-11-01,3,76,78,12:30-13:00,140.83920000000018
2025-11-01,4,84,84,13:50-14:00,11.960400000000087
2025-11-01,5,102,102,16:50-17:00,6.543666666666657
2025-11-02,1,37,41,6:00-6:50,391.2742166666667
2025-11-02,2,43,72,7:00-12:00,5293.37115
2025-11-02,3,75,78,12:20-13:00,143.4749833333335
2025-11-03,1,37,47,6:00-7:50,1233.1316
2025-11-03,2,49,53,8:00-8:50,706.3622999999997
2025-11-03,3,55,58,9:00-9:40,211.69913333333307
2025-11-03,4,61,65,10:00-10:50,242.8161666666665
2025-11-04,1,37,47,6:00-7:50,1188.5995166666664
2025-11-04,2,49,53,8:00-8:50,857.0153333333329
2025-11-04,3,55,57,9:00-9:30,244.8828666666665
2025-11-04,4,61,72,10:00-12:00,1280.9886333333336
2025-11-04,5,77,78,12:40-13:00,111.69909999999982
2025-11-04,6,84,84,13:50-14:00,35.221733333333304
2025-11-04,7,90,90,14:50-15:00,57.67758333333343
2025-11-04,8,96,96,15:50-16:00,44.941133333333326
2025-11-04,9,102,102,16:50-17:00,6.9855166666666735
2025-11-05,1,37,41,6:00-6:50,366.8304166666666
2025-11-05,2,43,59,7:00-9:50,2258.0729666666675
2025-11-05,3,61,61,10:00-10:10,67.1973833333333
2025-11-06,1,37,41,6:00-6:50,323.2093499999999
2025-11-06,2,43,72,7:00-12:00,3902.209216666667
2025-11-06,3,89,90,14:40-15:00,86.11104999999998
2025-11-06,4,102,102,16:50-17:00,13.916950000000003
2025-11-07,1,37,41,6:00-6:50,271.12768333333327
2025-11-07,2,43,47,7:00-7:50,699.9721333333333
2025-11-07,3,49,51,8:00-8:30,305.47873333333325
2025-11-07,4,54,54,8:50-9:00,14.581850000000031
2025-11-07,5,72,78,11:50-13:00,243.67785000000003
2025-11-07,6,90,90,14:50-15:00,14.004350000000006
2025-11-07,7,96,96,15:50-16:00,44.53360000000005
2025-11-07,8,102,102,16:50-17:00,8.696733333333336
2025-11-08,1,37,41,6:00-6:50,318.23305
2025-11-08,2,43,47,7:00-7:50,625.7151000000001
2025-11-08,3,49,49,8:00-8:10,49.75876666666662
2025-11-08,4,67,69,11:00-11:30,162.50399999999976
2025-11-08,5,90,90,14:50-15:00,34.68846666666665
2025-11-08,6,102,102,16:50-17:00,6.7251666666666665
2025-11-09,1,37,58,6:00-9:40,2415.408966666666
2025-11-09,2,61,64,10:00-10:40,276.37751666666674
2025-11-09,3,68,71,11:10-11:50,138.55968333333354
2025-11-09,4,90,90,14:50-15:00,35.9064166666667
2025-11-09,5,96,96,15:50-16:00,48.90369999999999
2025-11-09,6,102,102,16:50-17:00,13.303883333333335
2025-11-10,1,37,41,6:00-6:50,251.2953333333333
2025-11-10,2,43,47,7:00-7:50,776.6689499999999
2025-11-10,3,49,78,8:00-13:00,3707.5725166666657
2025-11-11,1,37,41,6:00-6:50,230.24325
2025-11-11,2,43,47,7:00-7:50,655.0354666666666
2025-11-11,3,49,52,8:00-8:40,363.98739999999987
2025-11-11,4,55,56,9:00-9:20,136.89336666666668
2025-11-11,5,61,62,10:00-10:20,174.15086666666653
2025-11-12,1,37,41,6:00-6:50,254.4853
2025-11-12,2,43,66,7:00-11:00,3589.0184166666654
2025-11-12,3,84,84,13:50-14:00,8.645649999999932
2025-11-12,4,96,96,15:50-16:00,29.881350000000033
2025-11-12,5,102,102,16:50-17:00,8.106216666666672
2025-11-13,1,37,41,6:00-6:50,256.27956666666665
2025-11-13,2,43,47,7:00-7:50,660.6386833333333
2025-11-13,3,49,52,8:00-8:40,531.6320499999999
2025-11-13,4,55,56,9:00-9:20,90.61258333333338
2025-11-13,5,61,64,10:00-10:40,274.33983333333344
2025-11-13,6,67,84,11:00-14:00,2348.8546833333326
2025-11-13,7,87,90,14:20-15:00,331.0463666666669
2025-11-13,8,95,96,15:40-16:00,109.06254999999994
2025-11-13,9,102,102,16:50-17:00,4.792616666666665
2025-11-14,1,37,50,6:00-8:20,1257.7838666666662
2025-11-14,2,65,78,10:40-13:00,947.2581
2025-11-14,3,84,84,13:50-14:00,38.87060000000004
2025-11-14,4,90,90,14:50-15:00,1.9393166666667032
2025-11-14,5,96,96,15:50-16:00,24.08546666666666
2025-11-14,6,102,102,16:50-17:00,1.9615166666666728
2025-11-15,1,37,41,6:00-6:50,195.95655
2025-11-15,2,43,47,7:00-7:50,725.2170666666667
2025-11-15,3,49,51,8:00-8:30,315.4720333333333
2025-11-15,4,55,56,9:00-9:20,111.97048333333333
2025-11-15,5,61,62,10:00-10:20,65.8144333333333
2025-11-16,1,37,65,6:00-10:50,2903.9943999999996
2025-11-16,2,67,72,11:00-12:00,579.3010833333335
2025-11-16,3,75,78,12:20-13:00,112.66974999999971
2025-11-16,4,83,84,13:40-14:00,79.95188333333331
2025-11-16,5,89,90,14:40-15:00,105.33508333333344
2025-11-16,6,95,96,15:40-16:00,71.2758333333333
2025-11-16,7,102,102,16:50-17:00,10.3351
2025-11-17,1,37,41,6:00-6:50,146.49766666666665
2025-11-17,2,43,72,7:00-12:00,5172.3988
2025-11-17,3,74,84,12:10-14:00,839.8502999999997
2025-11-17,4,89,90,14:40-15:00,121.73531666666682
2025-11-17,5,96,96,15:50-16:00,7.26281666666667
2025-11-18,1,37,78,6:00-13:00,5227.9048833333345
2025-11-19,1,37,78,6:00-13:00,5211.783100000001
2025-11-19,2,83,84,13:40-14:00,38.332749999999876
2025-11-19,3,95,96,15:40-16:00,87.09071666666667
2025-11-19,4,102,102,16:50-17:00,8.94868333333333
2025-11-20,1,37,41,6:00-6:50,154.99524999999997
2025-11-20,2,43,47,7:00-7:50,682.9364666666665
2025-11-20,3,49,66,8:00-11:00,2610.790633333332
2025-11-20,4,71,78,11:40-13:00,827.7773999999991
2025-11-20,5,83,84,13:40-14:00,109.02531666666663
2025-11-20,6,89,90,14:40-15:00,132.48808333333324
2025-11-20,7,95,96,15:40-16:00,83.86386666666672
2025-11-21,1,37,50,6:00-8:20,1203.4551999999999
2025-11-21,2,67,78,11:00-13:00,1133.418383333333
2025-11-21,3,80,84,13:10-14:00,370.6459166666665
2025-11-21,4,89,90,14:40-15:00,75.68306666666679
2025-11-21,5,96,96,15:50-16:00,46.05435
2025-11-21,6,102,102,16:50-17:00,0.29911666666666764
2025-11-22,1,37,41,6:00-6:50,99.02811666666668
2025-11-22,2,43,47,7:00-7:50,683.7438833333333
2025-11-22,3,49,52,8:00-8:40,312.16846666666663
2025-11-22,4,55,58,9:00-9:40,317.85075000000023
2025-11-22,5,61,63,10:00-10:30,100.27651666666648
2025-11-22,6,96,96,15:50-16:00,2.9910500000000106
2025-11-22,7,102,102,16:50-17:00,1.6450333333333351
2025-11-23,1,37,77,6:00-12:50,5465.504600000003
2025-11-23,2,84,84,13:50-14:00,50.51230000000002
2025-11-23,3,90,90,14:50-15:00,43.91348333333341
2025-11-23,4,96,96,15:50-16:00,30.327399999999972
2025-11-24,1,37,78,6:00-13:00,4272.7096
2025-11-24,2,81,84,13:20-14:00,192.50320000000025
2025-11-24,3,89,90,14:40-15:00,83.01218333333318
2025-11-24,4,96,96,15:50-16:00,17.99221666666665
2025-11-25,1,37,41,6:00-6:50,87.83563333333333
2025-11-25,2,43,47,7:00-7:50,656.9428166666667
2025-11-25,3,49,52,8:00-8:40,390.38363333333336
2025-11-25,4,55,57,9:00-9:30,355.37323333333353
2025-11-25,5,61,63,10:00-10:30,98.54563333333302
2025-11-26,1,37,41,6:00-6:50,78.52988333333333
2025-11-26,2,43,66,7:00-11:00,3447.8593499999993
2025-11-26,3,96,96,15:50-16:00,31.721283333333304
2025-11-26,4,102,102,16:50-17:00,5.90305
2025-11-27,1,37,63,6:00-10:30,3007.8689333333327
2025-11-27,2,67,72,11:00-12:00,460.94671666666665
2025-11-27,3,77,78,12:40-13:00,78.9682333333335
2025-11-27,4,84,84,13:50-14:00,2.9683833333333496
2025-11-27,5,89,90,14:40-15:00,66.70869999999998
2025-11-27,6,96,96,15:50-16:00,36.57906666666668
2025-11-27,7,102,102,16:50-17:00,0.802400000000001
2025-11-28,1,37,41,6:00-6:50,60.88331666666666
2025-11-28,2,43,47,7:00-7:50,679.6365999999999
2025-11-28,3,49,53,8:00-8:50,498.3564059670783
2025-11-28,4,64,64,10:30-10:40,34.09378333334026
2025-11-28,5,67,78,11:00-13:00,956.3639833333332
2025-11-28,6,83,84,13:40-14:00,54.05046666666658
2025-11-28,7,90,90,14:50-15:00,13.334033333333128
2025-11-28,8,96,96,15:50-16:00,19.250050000000023
2025-11-29,1,37,41,6:00-6:50,56.476
2025-11-29,2,43,47,7:00-7:50,578.93265
2025-11-29,3,49,52,8:00-8:40,385.82091666666656
2025-11-29,4,55,56,9:00-9:20,120.24756666666666
2025-11-30,1,37,62,6:00-10:20,3045.8306166666675
2025-11-30,2,73,73,12:00-12:10,9.08688333333339
2025-11-30,3,76,78,12:30-13:00,66.89296666666662
2025-11-30,4,82,84,13:30-14:00,183.81901666666664
2025-11-30,5,88,90,14:30-15:00,263.00878333333344
2025-11-30,6,95,96,15:40-16:00,59.630100000000006
2025-11-30,7,102,102,16:50-17:00,0.33361666666666656
2025-12-01,1,37,41,6:00-6:50,36.78553333333333
2025-12-01,2,43,47,7:00-7:50,558.9253166666666
2025-12-01,3,49,52,8:00-8:40,336.1369499999999
2025-12-01,4,55,58,9:00-9:40,335.21676666666656
2025-12-01,5,61,65,10:00-10:50,874.0365166666663
2025-12-01,6,102,102,16:50-17:00,1.4248333333333332
2025-12-02,1,37,53,6:00-8:50,1565.4032666666667
2025-12-02,2,55,58,9:00-9:40,270.2310666666664
2025-12-02,3,61,62,10:00-10:20,85.54198333333336
2025-12-02,4,96,96,15:50-16:00,1.4840833333333496
2025-12-02,5,102,102,16:50-17:00,0.9259166666666669
2025-12-03,1,37,41,6:00-6:50,27.982749999999996
2025-12-03,2,43,47,7:00-7:50,645.9956833333331
2025-12-03,3,49,84,8:00-14:00,5599.996916666667
2025-12-03,4,87,90,14:20-15:00,352.7530666666664
2025-12-03,5,95,96,15:40-16:00,70.32686666666666
2025-12-03,6,102,102,16:50-17:00,0.3655000000000008
2025-12-04,1,37,41,6:00-6:50,19.718066666666665
2025-12-04,2,43,67,7:00-11:10,3815.005266666666
2025-12-05,1,37,41,6:00-6:50,14.608416666666665
2025-12-05,2,43,53,7:00-8:50,1329.5598666666667
2025-12-05,3,55,58,9:00-9:40,429.6413499999996
2025-12-05,4,61,63,10:00-10:30,42.97436666666681
2025-12-05,5,67,72,11:00-12:00,256.5055666666661
2025-12-05,6,84,84,13:50-14:00,46.1256166666667
2025-12-05,7,89,90,14:40-15:00,47.149966666666685
2025-12-05,8,96,96,15:50-16:00,46.12101666666664
2025-12-05,9,102,102,16:50-17:00,0.22286666666666655
2025-12-06,1,37,41,6:00-6:50,11.208266666666667
2025-12-06,2,43,47,7:00-7:50,620.19865
2025-12-06,3,49,52,8:00-8:40,501.10445
2025-12-06,4,55,58,9:00-9:40,215.84094999999976
2025-12-06,5,61,69,10:00-11:30,558.5846666666669
2025-12-06,6,72,72,11:50-12:00,2.097933333333306
2025-12-06,7,102,102,16:50-17:00,0.007716666666666741
2025-12-07,1,37,53,6:00-8:50,1522.4553499999997
2025-12-07,2,55,57,9:00-9:30,103.61924999999995
2025-12-08,1,37,41,6:00-6:50,5.8840666666666674
2025-12-08,2,43,52,7:00-8:40,1185.7734833333332
2025-12-08,3,55,56,9:00-9:20,27.82066666666666
2025-12-08,4,81,84,13:20-14:00,62.1877666666666
2025-12-08,5,90,90,14:50-15:00,7.368483333333339
2025-12-08,6,96,96,15:50-16:00,40.71161666666667
2025-12-08,7,102,102,16:50-17:00,0.005766666666666549
2025-12-09,1,37,39,6:00-6:30,2.14935
2025-12-09,2,41,47,6:40-7:50,581.78955
2025-12-09,3,49,53,8:00-8:50,639.8551499999999
2025-12-09,4,55,57,9:00-9:30,305.9103666666665
2025-12-09,5,84,84,13:50-14:00,15.15635000000005
2025-12-09,6,89,90,14:40-15:00,40.33663333333334
2025-12-09,7,96,96,15:50-16:00,50.40288333333334
2025-12-09,8,102,102,16:50-17:00,0.10761666666666661
2025-12-10,1,37,39,6:00-6:30,0.8890666666666664
2025-12-10,2,41,41,6:40-6:50,0.32709999999999995
2025-12-10,3,43,72,7:00-12:00,4847.683233333334
2025-12-10,4,75,78,12:20-13:00,148.88068333333314
2025-12-11,1,43,47,7:00-7:50,745.9940833333334
2025-12-11,2,49,53,8:00-8:50,588.6790666666666
2025-12-11,3,55,59,9:00-9:50,447.11320000000023
2025-12-11,4,61,64,10:00-10:40,295.1355166666669
2025-12-12,1,43,57,7:00-9:30,1798.1836666666663
2025-12-12,2,61,65,10:00-10:50,273.51114999999993
2025-12-12,3,79,79,13:00-13:10,16.7822833333333
2025-12-12,4,81,84,13:20-14:00,247.32304999999997
2025-12-12,5,89,90,14:40-15:00,99.50040000000004
2025-12-12,6,95,96,15:40-16:00,54.92976666666667
2025-12-13,1,43,47,7:00-7:50,573.1075333333332
2025-12-13,2,49,52,8:00-8:40,395.5779999999998
2025-12-13,3,55,57,9:00-9:30,138.75248333333326
2025-12-13,4,61,62,10:00-10:20,80.46629999999973
2025-12-13,5,67,67,11:00-11:10,35.117949999999986
2025-12-13,6,70,71,11:30-11:50,3.680583333333288
2025-12-13,7,78,78,12:50-13:00,44.6574666666667
2025-12-13,8,82,84,13:30-14:00,212.35438333333346
2025-12-13,9,87,90,14:20-15:00,180.57400000000007
2025-12-13,10,96,96,15:50-16:00,51.53549999999999
2025-12-14,1,43,78,7:00-13:00,5244.526200000001
2025-12-14,2,82,84,13:30-14:00,122.6903000000002
2025-12-14,3,90,90,14:50-15:00,28.1271166666667
2025-12-14,4,96,96,15:50-16:00,12.137200000000007
2025-12-15,1,43,78,7:00-13:00,6133.928749999999
2025-12-15,2,82,84,13:30-14:00,120.75333333333354
2025-12-15,3,89,90,14:40-15:00,78.8158999999999
2025-12-15,4,96,96,15:50-16:00,2.8029833333333345
2025-12-16,1,43,47,7:00-7:50,594.8643166666667
2025-12-16,2,49,53,8:00-8:50,500.05018333333317
2025-12-16,3,55,72,9:00-12:00,1363.093266666667
2025-12-16,4,75,78,12:20-13:00,125.43163333333297
2025-12-17,1,43,47,7:00-7:50,608.3478833333332
2025-12-17,2,49,53,8:00-8:50,487.1421166666665
2025-12-17,3,55,58,9:00-9:40,310.7137999999999
2025-12-17,4,84,84,13:50-14:00,1.2333666666666734
2025-12-17,5,90,90,14:50-15:00,17.11678333333331
2025-12-17,6,96,96,15:50-16:00,15.361316666666653
2025-12-18,1,43,47,7:00-7:50,694.6039499999999
2025-12-18,2,49,59,8:00-9:50,1034.1302499999997
2025-12-18,3,61,71,10:00-11:50,1168.9632166666663
2025-12-18,4,77,78,12:40-13:00,48.76743333333327
2025-12-18,5,83,84,13:40-14:00,82.70698333333348
2025-12-18,6,89,90,14:40-15:00,66.33795
2025-12-18,7,96,96,15:50-16:00,25.481250000000006
2025-12-19,1,43,47,7:00-7:50,563.4141666666667
2025-12-19,2,49,78,8:00-13:00,3567.581833333333
2025-12-19,3,82,84,13:30-14:00,194.76726666666656
2025-12-19,4,90,90,14:50-15:00,3.3553999999999933
2025-12-20,1,43,47,7:00-7:50,607.9507333333335
2025-12-20,2,49,59,8:00-9:50,1317.6520666666668
2025-12-20,3,61,72,10:00-12:00,744.424233333333
2025-12-20,4,77,78,12:40-13:00,55.44890000000001
2025-12-21,1,43,53,7:00-8:50,1275.8069666666668
2025-12-21,2,55,58,9:00-9:40,386.06651666666636
2025-12-21,3,61,71,10:00-11:50,437.53833333333347
2025-12-21,4,76,78,12:30-13:00,87.49165000000009
2025-12-21,5,84,84,13:50-14:00,11.034483333333355
2025-12-21,6,89,90,14:40-15:00,68.09290000000001
2025-12-21,7,96,96,15:50-16:00,6.036016666666645
2025-12-22,1,43,47,7:00-7:50,595.4361833333332
2025-12-22,2,49,59,8:00-9:50,1182.9306499999998
2025-12-22,3,61,78,10:00-13:00,2009.0412333333331
2025-12-22,4,84,84,13:50-14:00,20.17455000000003
2025-12-22,5,90,90,14:50-15:00,26.02356666666666
2025-12-23,1,43,47,7:00-7:50,614.9907999999999
2025-12-23,2,49,52,8:00-8:40,427.9501
2025-12-23,3,55,56,9:00-9:20,172.70814999999993
2025-12-23,4,61,62,10:00-10:20,44.3143833333332
2025-12-23,5,73,78,12:00-13:00,75.96736666666673
2025-12-23,6,84,84,13:50-14:00,22.018533333333227
2025-12-23,7,90,90,14:50-15:00,16.485083333333325
2025-12-23,8,96,96,15:50-16:00,5.46875
2025-12-24,1,43,47,7:00-7:50,709.7845166666665
2025-12-24,2,49,59,8:00-9:50,891.6033833333331
2025-12-24,3,61,72,10:00-12:00,921.5412499999999
2025-12-24,4,77,78,12:40-13:00,47.687349999999995
2025-12-24,5,90,90,14:50-15:00,24.756849999999986
2025-12-25,1,43,78,7:00-13:00,4799.846166666664
2025-12-25,2,83,84,13:40-14:00,108.3173500000001
2025-12-25,3,88,90,14:30-15:00,109.12105000000004
2025-12-25,4,96,96,15:50-16:00,16.295366666666645
2025-12-26,1,43,65,7:00-10:50,3421.741366666667
2025-12-26,2,67,72,11:00-12:00,264.60638333333293
2025-12-26,3,75,78,12:20-13:00,213.75255000000016
2025-12-26,4,82,84,13:30-14:00,53.65289999999989
2025-12-26,5,89,90,14:40-15:00,47.45936666666663
2025-12-27,1,43,72,7:00-12:00,3873.1273333333334
2025-12-27,2,90,90,14:50-15:00,35.645133333333355
2025-12-28,1,43,47,7:00-7:50,581.3802999999999
2025-12-28,2,49,72,8:00-12:00,2869.6114999999995
2025-12-28,3,96,96,15:50-16:00,1.9363500000000233
2025-12-29,1,43,53,7:00-8:50,1689.7170333333333
2025-12-29,2,55,59,9:00-9:50,588.1976499999997
2025-12-29,3,61,74,10:00-12:20,1204.6859499999998
2025-12-29,4,77,78,12:40-13:00,91.26838333333353
2025-12-29,5,80,84,13:10-14:00,127.08561666666688
2025-12-29,6,90,90,14:50-15:00,31.795899999999996
2025-12-30,1,43,71,7:00-11:50,3599.03265
2025-12-31,1,37,39,6:00-6:30,0.28236666666666665
2025-12-31,2,41,41,6:40-6:50,0.12141666666666667
2025-12-31,3,43,47,7:00-7:50,724.61485
2025-12-31,4,49,53,8:00-8:50,648.5941666666669
2025-12-31,5,55,59,9:00-9:50,264.1230999999996
2025-12-31,6,61,63,10:00-10:30,123.95618333333339
2025-12-31,7,75,78,12:20-13:00,84.91679999999965
2025-12-31,8,82,84,13:30-14:00,220.00226666666686
2025-12-31,9,89,90,14:40-15:00,41.37780000000005
2025-12-31,10,96,96,15:50-16:00,4.6875
